transaction_id,merchant_reference,gross_amount,currency_code,state,processed_at
txn_A_ord_000574,ord_000574,243.35,PHP,SETTLED,2026-05-28T11:51:13Z
txn_A_ord_000575,ord_000575,188.52,IDR,SETTLED,2026-05-30T11:01:30Z
txn_A_ord_000578,ord_000578,185.37,IDR,SETTLED,2026-05-26T18:43:05Z
txn_A_ord_000579,ord_000579,216.25,IDR,SETTLED,2026-05-26T07:26:14Z
txn_A_ord_000580,ord_000580,411.62,PHP,SETTLED,2026-05-28T21:37:44Z
txn_A_ord_000581,ord_000581,146.40,IDR,SETTLED,2026-05-26T14:03:12Z
txn_A_ord_000583,ord_000583,396.72,PHP,SETTLED,2026-05-31T22:30:35Z
txn_A_ord_000586,ord_000586,479.99,PHP,SETTLED,2026-05-29T05:11:48Z
txn_A_ord_000588,ord_000588,284.60,IDR,SETTLED,2026-05-30T10:56:47Z
txn_A_ord_000590,ord_000590,494.87,THB,SETTLED,2026-05-28T22:58:30Z
txn_A_ord_000591,ord_000591,414.68,THB,SETTLED,2026-05-27T05:08:52Z
txn_A_ord_000592,ord_000592,17.91,IDR,SETTLED,2026-05-31T04:56:12Z
txn_A_ord_000593,ord_000593,186.94,THB,SETTLED,2026-05-25T08:49:24Z
txn_A_ord_000595,ord_000595,153.18,PHP,SETTLED,2026-05-26T12:15:23Z
txn_A_ord_000596,ord_000596,52.59,THB,SETTLED,2026-05-25T06:38:58Z
txn_A_ord_000597,ord_000597,76.53,IDR,SETTLED,2026-05-26T17:06:04Z
txn_A_ord_000598,ord_000598,457.92,PHP,SETTLED,2026-05-29T12:04:16Z
txn_A_ord_000600,ord_000600,83.37,PHP,SETTLED,2026-05-26T05:52:33Z
txn_A_ord_000602,ord_000602,130.03,THB,SETTLED,2026-05-29T08:31:36Z
txn_A_ord_000603,ord_000603,164.37,THB,SETTLED,2026-05-31T21:50:11Z
txn_A_ord_000605,ord_000605,64.81,PHP,SETTLED,2026-05-31T01:10:41Z
txn_A_ord_000608,ord_000608,141.28,THB,SETTLED,2026-05-30T10:32:25Z
txn_A_ord_000609,ord_000609,118.30,PHP,SETTLED,2026-05-26T17:42:06Z
txn_A_ord_000610,ord_000610,438.93,PHP,SETTLED,2026-05-30T12:03:03Z
txn_A_000612,ord_phantom_00612,45.76,PHP,SETTLED,2026-05-30T14:35:00Z
txn_A_ord_000613,ord_000613,430.77,PHP,SETTLED,2026-05-25T03:15:57Z
txn_A_ord_000614,ord_000614,363.42,PHP,SETTLED,2026-05-27T18:12:27Z
txn_A_ord_000616,ord_000616,46.29,PHP,SETTLED,2026-05-30T11:39:54Z
txn_A_ord_000617,ord_000617,429.38,IDR,SETTLED,2026-05-31T09:38:42Z
txn_A_ord_000620,ord_000620,474.41,IDR,SETTLED,2026-05-29T08:10:31Z
txn_A_ord_000624,ord_000624,469.62,PHP,SETTLED,2026-05-28T21:22:31Z
txn_A_ord_000625,ord_000625,336.43,PHP,SETTLED,2026-05-30T23:53:12Z
txn_A_ord_000629,ord_000629,410.47,PHP,SETTLED,2026-05-29T09:23:16Z
txn_A_ord_000630,ord_000630,79.57,IDR,SETTLED,2026-05-30T22:12:01Z
txn_A_ord_000635,ord_000635,291.17,PHP,SETTLED,2026-05-29T19:20:24Z
txn_A_ord_000637,ord_000637,244.82,PHP,SETTLED,2026-05-25T16:40:42Z
txn_A_ord_000639,ord_000639,186.00,IDR,SETTLED,2026-05-26T05:16:10Z
txn_A_ord_000640,ord_000640,441.37,PHP,SETTLED,2026-05-29T16:10:05Z
txn_A_ord_000641,ord_000641,246.51,THB,SETTLED,2026-05-28T23:20:08Z
txn_A_ord_000643,ord_000643,464.79,PHP,SETTLED,2026-05-31T04:34:57Z
txn_A_ord_000645,ord_000645,126.06,THB,SETTLED,2026-05-28T04:04:35Z
txn_A_ord_000647,ord_000647,123.07,PHP,SETTLED,2026-05-28T08:48:32Z
txn_A_ord_000648,ord_000648,474.22,THB,SETTLED,2026-05-25T15:36:18Z
txn_A_ord_000651,ord_000651,247.00,PHP,SETTLED,2026-05-31T13:31:24Z
txn_A_ord_000652,ord_000652,61.52,THB,SETTLED,2026-05-27T08:43:16Z
txn_A_ord_000653,ord_000653,21.27,PHP,SETTLED,2026-05-27T12:42:03Z
txn_A_ord_000656,ord_000656,435.24,THB,SETTLED,2026-05-30T23:38:48Z
txn_A_ord_000657,ord_000657,173.65,IDR,SETTLED,2026-05-28T11:31:16Z
txn_A_ord_000660,ord_000660,164.30,THB,SETTLED,2026-05-30T23:57:53Z
txn_A_ord_000662,ord_000662,116.81,THB,SETTLED,2026-05-28T14:28:36Z
txn_A_ord_000663,ord_000663,314.82,PHP,SETTLED,2026-05-27T19:11:03Z
txn_A_ord_000664,ord_000664,411.46,IDR,SETTLED,2026-05-26T09:15:13Z
txn_A_ord_000665,ord_000665,95.41,IDR,SETTLED,2026-05-26T00:14:31Z
txn_A_ord_000666,ord_000666,230.01,PHP,SETTLED,2026-05-30T04:34:15Z
txn_A_ord_000668,ord_000668,195.55,PHP,SETTLED,2026-05-30T05:16:01Z
txn_A_ord_000669,ord_000669,370.47,PHP,SETTLED,2026-05-27T14:34:19Z
txn_A_ord_000672,ord_000672,131.68,PHP,SETTLED,2026-05-30T14:02:11Z
txn_A_ord_000673,ord_000673,366.25,PHP,SETTLED,2026-05-27T15:01:10Z
txn_A_ord_000677,ord_000677,29.08,PHP,SETTLED,2026-05-26T13:37:51Z
txn_A_ord_000678,ord_000678,322.84,PHP,SETTLED,2026-05-31T14:20:46Z
txn_A_ord_000679,ord_000679,461.49,IDR,SETTLED,2026-05-31T08:27:11Z
txn_A_ord_000680,ord_000680,34.20,THB,SETTLED,2026-05-29T06:06:10Z
txn_A_ord_000681,ord_000681,123.47,PHP,SETTLED,2026-05-29T22:52:55Z
txn_A_ord_000682,ord_000682,281.75,PHP,SETTLED,2026-05-26T21:12:49Z
txn_A_ord_000684,ord_000684,365.40,PHP,SETTLED,2026-05-25T10:24:02Z
txn_A_ord_000685,ord_000685,248.51,PHP,SETTLED,2026-05-26T03:36:59Z
txn_A_ord_000686,ord_000686,332.62,IDR,SETTLED,2026-05-25T14:57:41Z
txn_A_ord_000687,ord_000687,417.12,IDR,SETTLED,2026-05-29T18:33:35Z
txn_A_000688,ord_phantom_00688,286.61,PHP,SETTLED,2026-05-29T02:55:38Z
txn_A_ord_000693,ord_000693,173.10,THB,SETTLED,2026-05-28T17:14:32Z
txn_A_ord_000694,ord_000694,33.45,IDR,SETTLED,2026-05-28T07:26:17Z
txn_A_ord_000695,ord_000695,203.57,IDR,SETTLED,2026-05-29T19:59:37Z
txn_A_ord_000696,ord_000696,25.98,IDR,SETTLED,2026-05-29T22:26:13Z
txn_A_ord_000702,ord_000702,140.43,IDR,SETTLED,2026-05-25T13:04:06Z
txn_A_ord_000705,ord_000705,118.78,IDR,SETTLED,2026-05-30T08:02:18Z
txn_A_000706,ord_phantom_00706,25.05,IDR,SETTLED,2026-05-31T01:21:06Z
txn_A_ord_000708,ord_000708,287.69,IDR,SETTLED,2026-05-31T22:19:42Z
txn_A_ord_000709,ord_000709,73.54,THB,SETTLED,2026-05-28T14:08:25Z
txn_A_ord_000710,ord_000710,99.50,THB,SETTLED,2026-05-26T09:24:52Z
txn_A_ord_000712,ord_000712,208.75,PHP,SETTLED,2026-05-28T10:31:17Z
txn_A_ord_000713,ord_000713,147.87,IDR,SETTLED,2026-05-29T03:08:26Z
txn_A_ord_000714,ord_000714,400.81,IDR,SETTLED,2026-05-26T23:40:46Z
txn_A_ord_000716,ord_000716,295.39,IDR,SETTLED,2026-05-29T05:00:41Z
txn_A_ord_000717,ord_000717,176.12,PHP,SETTLED,2026-05-25T07:22:26Z
txn_A_ord_000720,ord_000720,203.68,IDR,SETTLED,2026-05-31T22:35:34Z
txn_A_ord_000723,ord_000723,96.47,IDR,SETTLED,2026-05-30T07:48:50Z
txn_A_ord_000726,ord_000726,281.32,PHP,SETTLED,2026-05-26T00:25:27Z
txn_A_ord_000727,ord_000727,456.53,IDR,SETTLED,2026-05-26T17:34:34Z
txn_A_ord_000728,ord_000728,408.91,IDR,SETTLED,2026-05-26T12:51:44Z
txn_A_ord_000729,ord_000729,86.23,PHP,SETTLED,2026-05-27T04:31:06Z
txn_A_ord_000732,ord_000732,128.83,PHP,SETTLED,2026-05-28T08:12:44Z
txn_A_ord_000734,ord_000734,250.08,PHP,SETTLED,2026-05-25T14:13:34Z
txn_A_000735,ord_phantom_00735,366.69,THB,SETTLED,2026-05-29T12:06:37Z
txn_A_ord_000737,ord_000737,343.49,THB,SETTLED,2026-05-28T12:31:45Z
txn_A_ord_000739,ord_000739,116.52,PHP,SETTLED,2026-05-28T06:13:28Z
txn_A_ord_000741,ord_000741,381.46,IDR,SETTLED,2026-05-30T13:41:11Z
txn_A_ord_000742,ord_000742,216.38,IDR,SETTLED,2026-05-26T19:48:13Z
txn_A_ord_000743,ord_000743,226.45,IDR,SETTLED,2026-05-31T23:26:10Z
txn_A_ord_000744,ord_000744,415.94,THB,SETTLED,2026-05-31T23:57:34Z
txn_A_ord_000745,ord_000745,247.66,THB,SETTLED,2026-05-27T16:34:11Z
txn_A_ord_000748,ord_000748,5.71,PHP,SETTLED,2026-05-31T21:17:03Z
txn_A_ord_000749,ord_000749,322.29,IDR,REFUNDED,2026-05-28T19:16:38Z
txn_A_ord_000754,ord_000754,161.15,THB,SETTLED,2026-05-31T13:29:49Z
txn_A_ord_000755,ord_000755,140.82,THB,SETTLED,2026-05-25T16:50:14Z
txn_A_ord_000756,ord_000756,475.27,THB,SETTLED,2026-05-28T22:13:42Z
txn_A_ord_000757,ord_000757,247.06,IDR,SETTLED,2026-05-25T09:46:08Z
txn_A_ord_000758,ord_000758,332.39,PHP,SETTLED,2026-05-27T09:30:15Z
txn_A_ord_000759,ord_000759,326.06,IDR,SETTLED,2026-05-29T16:56:04Z
txn_A_ord_000761,ord_000761,150.89,IDR,SETTLED,2026-05-28T02:41:53Z
txn_A_000763,ord_phantom_00763,343.61,PHP,SETTLED,2026-05-25T05:56:52Z
txn_A_ord_000764,ord_000764,173.75,THB,SETTLED,2026-05-27T22:44:23Z
txn_A_ord_000767,ord_000767,335.31,PHP,SETTLED,2026-05-28T18:52:36Z
txn_A_ord_000768,ord_000768,217.18,IDR,SETTLED,2026-05-25T12:22:23Z
txn_A_ord_000770,ord_000770,373.68,THB,SETTLED,2026-05-25T16:47:57Z
txn_A_ord_000771,ord_000771,327.93,PHP,SETTLED,2026-05-29T18:03:56Z
txn_A_ord_000772,ord_000772,243.25,THB,SETTLED,2026-05-30T22:48:14Z
txn_A_ord_000773,ord_000773,446.11,IDR,SETTLED,2026-05-25T08:18:37Z
txn_A_ord_000775,ord_000775,439.75,THB,SETTLED,2026-05-31T01:11:54Z
txn_A_ord_000776,ord_000776,341.49,THB,SETTLED,2026-05-28T02:51:09Z
txn_A_ord_000777,ord_000777,35.99,PHP,SETTLED,2026-05-31T04:43:31Z
txn_A_ord_000780,ord_000780,74.48,THB,SETTLED,2026-05-30T05:57:36Z
txn_A_ord_000781,ord_000781,142.05,IDR,SETTLED,2026-05-27T05:08:19Z
txn_A_ord_000782,ord_000782,493.98,THB,SETTLED,2026-05-29T22:01:32Z
txn_A_ord_000784,ord_000784,250.50,PHP,SETTLED,2026-05-31T10:33:09Z
txn_A_ord_000787,ord_000787,250.16,THB,SETTLED,2026-05-27T16:12:53Z
txn_A_ord_000790,ord_000790,60.58,IDR,SETTLED,2026-05-29T04:09:57Z
txn_A_ord_000792,ord_000792,355.63,PHP,SETTLED,2026-05-31T19:54:18Z
txn_A_ord_000793,ord_000793,104.94,PHP,SETTLED,2026-05-25T22:57:55Z
txn_A_ord_000797,ord_000797,5.08,PHP,SETTLED,2026-05-26T00:34:36Z
txn_A_ord_000800,ord_000800,176.67,PHP,SETTLED,2026-05-25T00:14:13Z
txn_A_ord_000802,ord_000802,457.12,IDR,SETTLED,2026-05-26T18:03:26Z
txn_A_ord_000803,ord_000803,71.26,PHP,SETTLED,2026-05-27T18:48:07Z
txn_A_000805,ord_phantom_00805,309.07,THB,SETTLED,2026-05-28T22:10:15Z
txn_A_ord_000806,ord_000806,314.03,IDR,SETTLED,2026-05-29T02:05:02Z
txn_A_ord_000807,ord_000807,320.88,THB,SETTLED,2026-05-31T20:33:12Z
txn_A_ord_000809,ord_000809,219.56,THB,SETTLED,2026-05-29T14:28:08Z
txn_A_ord_000813,ord_000813,196.57,THB,SETTLED,2026-05-28T11:44:11Z
txn_A_ord_000815,ord_000815,208.13,PHP,SETTLED,2026-05-29T15:35:28Z
txn_A_ord_000816,ord_000816,467.19,PHP,SETTLED,2026-05-26T20:25:11Z
txn_A_ord_000817,ord_000817,169.16,THB,SETTLED,2026-05-27T20:28:27Z
txn_A_ord_000818,ord_000818,213.19,PHP,SETTLED,2026-05-31T04:48:01Z
txn_A_ord_000819,ord_000819,467.88,IDR,SETTLED,2026-05-30T05:19:04Z
txn_A_ord_000822,ord_000822,358.21,IDR,SETTLED,2026-05-26T01:00:22Z
txn_A_ord_000828,ord_000828,204.32,PHP,SETTLED,2026-05-29T18:53:42Z
txn_A_ord_000829,ord_000829,177.90,PHP,SETTLED,2026-05-30T20:54:37Z
txn_A_ord_000830,ord_000830,473.95,IDR,SETTLED,2026-05-27T17:57:49Z
txn_A_ord_000831,ord_000831,234.84,PHP,SETTLED,2026-05-29T01:44:59Z
txn_A_ord_000832,ord_000832,350.17,IDR,SETTLED,2026-05-28T12:22:03Z
txn_A_ord_000834,ord_000834,357.96,PHP,SETTLED,2026-05-27T13:19:10Z
txn_A_ord_000838,ord_000838,345.05,PHP,SETTLED,2026-05-30T16:26:48Z
txn_A_ord_000840,ord_000840,126.04,PHP,SETTLED,2026-05-29T09:49:38Z
txn_A_ord_000841,ord_000841,89.82,PHP,SETTLED,2026-05-25T14:02:44Z
txn_A_ord_000843,ord_000843,313.23,THB,SETTLED,2026-05-31T07:12:51Z
txn_A_ord_000844,ord_000844,441.89,IDR,SETTLED,2026-05-26T10:35:12Z
txn_A_ord_000847,ord_000847,203.82,IDR,SETTLED,2026-05-29T22:45:07Z
txn_A_ord_000849,ord_000849,68.32,IDR,SETTLED,2026-05-30T23:02:59Z
txn_A_ord_000850,ord_000850,420.67,IDR,SETTLED,2026-05-31T01:42:16Z
txn_A_ord_000854,ord_000854,232.59,IDR,SETTLED,2026-05-31T20:24:34Z
txn_A_ord_000859,ord_000859,166.71,PHP,SETTLED,2026-05-29T12:02:11Z
txn_A_ord_000861,ord_000861,462.28,PHP,SETTLED,2026-05-26T11:08:41Z
txn_A_ord_000862,ord_000862,240.91,PHP,SETTLED,2026-05-31T17:21:18Z
txn_A_ord_000863,ord_000863,202.72,IDR,SETTLED,2026-05-29T21:37:17Z
txn_A_ord_000864,ord_000864,211.26,PHP,SETTLED,2026-05-27T02:23:14Z
txn_A_ord_000865,ord_000865,381.49,PHP,SETTLED,2026-05-27T17:21:02Z
txn_A_ord_000866,ord_000866,175.99,PHP,SETTLED,2026-05-30T16:48:51Z
txn_A_ord_000867,ord_000867,494.56,IDR,SETTLED,2026-05-30T06:59:46Z
txn_A_ord_000869,ord_000869,105.71,IDR,SETTLED,2026-05-29T00:07:13Z
txn_A_ord_000871,ord_000871,77.68,PHP,SETTLED,2026-05-30T23:01:27Z
txn_A_ord_000872,ord_000872,482.36,IDR,SETTLED,2026-05-29T12:39:14Z
txn_A_ord_000873,ord_000873,499.39,PHP,SETTLED,2026-05-25T12:05:00Z
txn_A_ord_000874,ord_000874,213.46,IDR,SETTLED,2026-05-27T23:32:24Z
txn_A_ord_000876,ord_000876,26.75,IDR,SETTLED,2026-05-29T11:22:45Z
txn_A_ord_000877,ord_000877,254.97,THB,SETTLED,2026-05-25T21:03:20Z
txn_A_ord_000878,ord_000878,219.96,PHP,SETTLED,2026-05-26T08:04:13Z
txn_A_ord_000879,ord_000879,104.58,PHP,SETTLED,2026-05-29T13:50:04Z
txn_A_ord_000883,ord_000883,241.54,IDR,SETTLED,2026-05-27T19:36:09Z
txn_A_ord_000884,ord_000884,445.93,IDR,SETTLED,2026-05-30T03:48:08Z
txn_A_ord_000885,ord_000885,265.19,PHP,SETTLED,2026-05-30T13:56:41Z
txn_A_ord_000888,ord_000888,453.77,PHP,SETTLED,2026-05-30T22:44:01Z
txn_A_ord_000890,ord_000890,439.37,IDR,SETTLED,2026-05-31T23:23:32Z
txn_A_ord_000891,ord_000891,221.03,PHP,SETTLED,2026-05-29T13:04:59Z
txn_A_ord_000892,ord_000892,81.78,PHP,SETTLED,2026-05-26T18:20:50Z
txn_A_ord_000893,ord_000893,425.13,PHP,SETTLED,2026-05-27T18:24:28Z
txn_A_ord_000894,ord_000894,291.38,IDR,SETTLED,2026-05-29T18:37:43Z
txn_A_ord_000895,ord_000895,131.75,PHP,SETTLED,2026-05-28T09:01:39Z
txn_A_ord_000897,ord_000897,79.16,PHP,SETTLED,2026-05-27T07:05:54Z
txn_A_ord_000901,ord_000901,104.55,PHP,SETTLED,2026-05-29T00:37:34Z
txn_A_ord_000903,ord_000903,153.34,THB,SETTLED,2026-05-30T16:57:20Z
txn_A_ord_000904,ord_000904,143.92,IDR,SETTLED,2026-05-29T11:37:51Z
txn_A_ord_000907,ord_000907,150.29,IDR,SETTLED,2026-05-30T22:57:46Z
txn_A_ord_000908,ord_000908,88.05,PHP,SETTLED,2026-05-30T17:19:48Z
txn_A_ord_000909,ord_000909,277.42,PHP,SETTLED,2026-05-29T02:50:30Z
txn_A_ord_000910,ord_000910,495.02,PHP,SETTLED,2026-05-28T07:19:53Z
txn_A_ord_000911,ord_000911,133.64,IDR,SETTLED,2026-05-29T13:43:58Z
txn_A_ord_000912,ord_000912,437.80,THB,SETTLED,2026-05-25T10:05:29Z
txn_A_ord_000913,ord_000913,43.20,IDR,SETTLED,2026-05-30T06:44:38Z
txn_A_ord_000917,ord_000917,99.28,PHP,SETTLED,2026-05-27T22:59:25Z
txn_A_ord_000920,ord_000920,438.73,PHP,SETTLED,2026-05-31T07:58:13Z
txn_A_ord_000921,ord_000921,348.90,THB,SETTLED,2026-05-25T05:18:43Z
txn_A_ord_000922,ord_000922,264.46,PHP,SETTLED,2026-05-25T12:25:48Z
txn_A_ord_000925,ord_000925,194.13,PHP,SETTLED,2026-05-30T14:47:00Z
txn_A_ord_000926,ord_000926,386.48,PHP,SETTLED,2026-05-29T01:39:29Z
txn_A_ord_000927,ord_000927,444.92,IDR,SETTLED,2026-05-29T19:40:20Z
txn_A_ord_000928,ord_000928,175.17,PHP,SETTLED,2026-05-30T16:56:52Z
txn_A_ord_000934,ord_000934,403.25,PHP,SETTLED,2026-05-27T01:04:51Z
txn_A_ord_000937,ord_000937,472.13,PHP,SETTLED,2026-05-31T13:41:34Z
txn_A_ord_000938,ord_000938,27.28,PHP,SETTLED,2026-05-25T12:10:46Z
txn_A_ord_000939,ord_000939,189.67,PHP,SETTLED,2026-05-30T03:08:54Z
txn_A_ord_000943,ord_000943,56.72,IDR,SETTLED,2026-05-30T23:48:59Z
txn_A_ord_000946,ord_000946,274.62,IDR,SETTLED,2026-05-31T05:55:47Z
txn_A_ord_000947,ord_000947,204.09,PHP,SETTLED,2026-05-25T02:40:00Z
txn_A_ord_000949,ord_000949,107.41,PHP,SETTLED,2026-05-26T20:07:36Z
txn_A_ord_000950,ord_000950,118.47,IDR,SETTLED,2026-05-28T05:06:56Z
txn_A_ord_000953,ord_000953,190.05,PHP,SETTLED,2026-05-29T20:01:00Z
txn_A_ord_000956,ord_000956,260.50,THB,SETTLED,2026-05-31T07:06:50Z
txn_A_ord_000958,ord_000958,358.95,PHP,SETTLED,2026-05-25T11:12:17Z
txn_A_ord_000961,ord_000961,31.01,PHP,SETTLED,2026-05-26T05:53:33Z
txn_A_ord_000964,ord_000964,202.80,THB,SETTLED,2026-05-26T16:54:33Z
txn_A_ord_000965,ord_000965,487.89,PHP,SETTLED,2026-05-26T19:41:48Z
txn_A_ord_000966,ord_000966,393.27,THB,SETTLED,2026-05-29T20:56:37Z
txn_A_ord_000970,ord_000970,497.24,IDR,SETTLED,2026-05-27T15:43:14Z
txn_A_ord_000975,ord_000975,402.51,IDR,SETTLED,2026-05-29T13:05:59Z
txn_A_ord_000977,ord_000977,460.13,IDR,SETTLED,2026-05-30T17:45:48Z
txn_A_ord_000978,ord_000978,337.18,THB,SETTLED,2026-05-27T05:00:17Z
txn_A_ord_000979,ord_000979,332.41,THB,SETTLED,2026-05-26T20:55:08Z
txn_A_ord_000980,ord_000980,15.20,IDR,SETTLED,2026-05-26T11:22:33Z
txn_A_ord_000982,ord_000982,106.85,IDR,SETTLED,2026-05-26T10:06:47Z
txn_A_ord_000983,ord_000983,396.84,PHP,SETTLED,2026-05-25T08:31:14Z
txn_A_ord_000987,ord_000987,185.64,IDR,SETTLED,2026-05-27T17:37:32Z
txn_A_ord_000990,ord_000990,445.64,THB,SETTLED,2026-05-27T01:03:18Z
txn_A_ord_000991,ord_000991,155.06,THB,SETTLED,2026-05-29T16:15:04Z
txn_A_ord_000993,ord_000993,390.32,THB,SETTLED,2026-05-29T12:04:11Z
txn_A_ord_000994,ord_000994,105.49,IDR,SETTLED,2026-05-28T07:19:29Z
txn_A_ord_000995,ord_000995,450.41,IDR,SETTLED,2026-05-26T09:11:15Z
txn_A_ord_000996,ord_000996,371.25,IDR,SETTLED,2026-05-29T22:20:32Z
txn_A_ord_000997,ord_000997,300.31,IDR,SETTLED,2026-05-27T03:03:45Z
txn_A_ord_000998,ord_000998,352.89,IDR,SETTLED,2026-05-29T09:30:20Z
